spectral_centroid_mean,spectral_entropy_mean,mfcc_1_mean,zcr_mean,delta energy_std,delta spectral_entropy_std,delta zcr_std,delta spectral_rolloff_std,energy_mean,ratio,spectral_spread_std,delta chroma_9_std,mfcc_2_mean,spectral_rolloff_std,delta spectral_spread_std,spectral_rolloff_mean,delta chroma_3_std,energy_entropy_mean,spectral_entropy_std,zcr_std,emotion
-0.2001112623488085,-0.1931529488607371,-0.8768621245517847,-0.1747098362696923,-0.4735580161340308,0.1046278566415833,0.1295625956443482,-0.202167602810861,-0.7745660118247175,-0.3053893081952804,1.9564085929007424,-0.1449177075446372,0.0733892973950442,-0.2175522493295621,1.936136504643904,-0.2822996864856925,-0.5145919653471762,0.0302759972859359,0.1499854357427644,0.0770798707728122,4.0
0.3778402594458128,0.305878942873682,1.2566732949642505,0.3807907820188963,0.8419511981897976,0.1790609646706688,0.2852760244885625,0.3383379160987914,1.045840778198493,0.3793911967151916,0.0522671047100666,-0.1412882811503989,-0.5847971505754245,0.5784731035816898,-0.4481272861517453,0.2701288134186959,1.3822596277618489,0.3658543730575908,0.4716295470925138,0.6620059291676278,1.0
-0.1287326099058005,0.1457412276352277,0.9464728146485084,0.2924765705937426,-0.1213730584191153,0.0578256948140519,0.1714780413226487,0.1502602574711849,-0.0632429380148884,-0.1838315251257198,-0.3202648265097262,-1.0754914052080136,-0.542594715051756,0.2268046915478336,-0.5432960232285656,0.3562928797905429,-0.3071552474524768,0.84008546207797,0.2191782260694392,0.2873682813257092,4.0
-0.8063443733266327,-0.8466087170158256,-2.6372344947982085,-0.9833042916873476,-0.8917952995660228,-0.3210659414081384,-0.0654464721101693,-0.3230461403045571,-1.0447973603000704,-0.5606108276356432,1.0455889608211708,1.5202207869741404,1.081280178902963,-0.2682448824597561,1.0377129864545596,-0.8452888465845135,-0.0955469543922727,-0.3747643073841263,-0.2806937612136418,0.0273198182888053,4.0
0.2315145299229898,0.1765030320005683,-2.457386654266328,-0.3448018517563717,-0.8167435340059725,3.196768941933833,0.6012027825204057,1.91711845148192,-1.0842481698316329,0.4926069056025736,0.4550208463698499,-1.1677678190186431,-0.0120215584665142,1.4989497355731385,0.6191940064516371,0.25727776958945,-0.3092054755371344,-2.4331227432475586,2.38903707711731,0.4819774464199261,2.0
-0.4939814025610452,-0.0902913786366628,1.3030081544247734,-0.2053356002929025,-0.2406805082441416,-0.5770556842614671,-0.6883779742194636,-0.572183259130897,0.5943908806312896,-0.5648892873960537,-0.5105967719213775,-0.1849198614344815,-0.3419433211765919,-0.5297985451414704,-0.3586709920617927,-0.1733562611371699,-0.4712174574398048,1.134952380896812,-0.431973573508405,-0.6487766983216015,4.0
-0.4646952010876501,-0.2416291478754043,0.1049023001422188,-0.2429889135303692,-0.6783939930507187,-0.4551431158746887,-0.5932124390683716,-0.3342945470167778,-0.8005207876753623,-0.5936735312805775,-0.5641471876060692,-0.5663504233150204,-0.0533973454403389,-0.4539602312932681,-0.6680687324881445,-0.3299803286978182,0.5262614102958469,-0.5865032173972432,-0.6145536494228927,-0.657032646836823,1.0
0.2151450484792376,0.0088119609632748,-1.9365728150539745,-0.0296046624337023,-0.9858579347951564,0.6054990397172626,0.3007358186871766,0.3649617334597135,-1.1103053896161488,-0.9868364600391843,-0.6034058051233531,-0.2257722216816193,0.0154888571134761,0.26660397060951,-0.5242957016504635,-0.0216660616565157,-0.7079831965495887,-1.0648239522775207,0.5306808125345243,0.213021975696671,4.0
0.4449993782344227,0.0585854359088989,-1.6238587018535915,0.0948821462901886,-0.6801420994171254,0.8686763613418281,0.8920957058923522,0.5933517013879562,-1.0648792096971031,0.2352217352565192,-0.5524772123561094,0.0498703714955013,-0.061723036962609,0.3490576960982324,-0.4727689680862236,-0.1753918810850675,0.0790687655076983,-3.057666635832341,0.5450494363063784,0.6828369405537744,1.0
-0.406035910636248,-0.0192543528918946,-1.1886021604204282,-0.0321117880993294,-1.049384541712876,0.2269302196056825,0.1551526467591769,0.2130324112422154,-1.140560159137325,-0.688603289408794,0.0306675365773223,-0.3943402524744051,-0.2175043495395195,0.2406406603071819,-0.2077831171296703,0.0098769191953211,-0.2800746537906802,-0.0975983772507098,0.2532285017788282,0.1972733514005194,1.0
-1.088840419638388,-0.5862713930965133,0.1114208561132396,-0.5408894682103819,0.0667664438644744,-0.566050154894136,-0.6891236028272267,-0.4903405021880304,-0.3053741880485452,-0.1257184146734254,1.191415296955786,-0.8024442985600337,-0.3268341425136901,-0.4333877908217289,1.2635622278163456,-0.3210665041277645,-0.7445353254465572,-0.0057105749533905,-0.4491792347742472,-0.6170565748654119,4.0
-0.7722919997476739,-0.8354524228882785,-2.387352944311667,-0.6554206781402199,-0.9414621917554729,-0.5133313194412696,-0.2899262068903357,-0.3337852443286936,-1.0486828330334317,-0.9935712090626588,1.3418450252744312,-1.390642277774614,0.9795001749492864,-0.261147973004977,1.126673019622341,-0.5948914109348372,-0.5544140725563262,-0.2566485614510635,-0.4255659994127547,-0.1647595573423785,4.0
0.5797732360473021,0.7068542885924138,-1.993060444115124,0.932869906649635,-0.4349285437482897,0.9823024993770127,0.7449149151341832,0.7073255138961978,-1.073416300783393,-1.0402395803172084,-0.5845128507498705,-0.2175724487201777,-1.3691260972415715,0.974348004026372,-0.7611410342356478,0.7347812649908663,-0.0784504905156191,-0.7535848347882765,1.4025088463976334,1.117183907970561,1.0
-0.9463313314141006,-1.1086651713338227,-2.159691890467342,-1.215230298758926,-1.0402952181896554,-0.8579620670835189,-0.953257451095304,-0.6844696899140658,-1.0622451172017409,-0.5668854469570856,1.6168620563033247,0.8159327920522365,1.055521687183418,-0.7769265264354591,1.879391106563444,-0.967279990009184,0.3517980569428316,-3.0180629304683246,-0.998112820104877,-1.0487138604161568,4.0
