spectral_entropy_mean,spectral_centroid_mean,mfcc_1_mean,zcr_mean,delta energy_std,delta spectral_entropy_std,delta zcr_std,delta spectral_rolloff_std,energy_mean,spectral_spread_std,spectral_rolloff_std,mfcc_2_mean,zcr_std,ratio,delta chroma_9_std,delta spectral_spread_std,spectral_rolloff_mean,delta chroma_3_std,spectral_entropy_std,mfcc_6_mean,energy_std,delta chroma_11_std,energy_entropy_mean,chroma_9_mean,delta energy_mean,chroma_3_std,spectral_spread_mean,delta chroma_6_std,delta energy_entropy_std,delta energy_entropy_mean,chroma_9_std,delta chroma_2_mean,mfcc_5_mean,delta spectral_centroid_std,delta mfcc_10_std,delta mfcc_12_std,chroma_11_std,delta chroma_std_std,delta spectral_flux_std,spectral_flux_std,chroma_6_std,delta mfcc_9_std,delta mfcc_1_mean,mfcc_10_mean,mfcc_13_mean,mfcc_12_mean,spectral_centroid_std,delta chroma_2_std,delta chroma_1_std,chroma_7_mean,delta chroma_12_mean,delta chroma_5_std,delta mfcc_11_std,delta chroma_1_mean,mfcc_11_mean,delta spectral_spread_mean,delta zcr_mean,chroma_8_mean,delta chroma_9_mean,delta mfcc_4_mean,chroma_7_std,chroma_4_mean,delta mfcc_3_mean,mfcc_3_mean,delta chroma_7_mean,delta chroma_4_mean,delta spectral_flux_mean,delta chroma_8_std,spectral_flux_mean,delta mfcc_12_mean,delta mfcc_10_mean,mfcc_9_std,chroma_1_std,delta mfcc_13_std,delta chroma_10_mean,mfcc_4_mean,chroma_2_mean,chroma_11_mean,emotion
-0.1931529488607371,-0.2001112623488085,-0.8768621245517847,-0.1747098362696923,-0.4735580161340308,0.1046278566415833,0.1295625956443482,-0.202167602810861,-0.7745660118247175,1.9564085929007424,-0.2175522493295621,0.0733892973950442,0.0770798707728122,-0.3053893081952804,-0.1449177075446372,1.936136504643904,-0.2822996864856925,-0.5145919653471762,0.1499854357427644,0.1225744241041306,-0.4855643238657613,0.2653444591479649,0.0302759972859359,-0.2275917303387102,0.3546546949869923,-0.4124653892468449,-0.0046804136080283,0.108837055130368,0.3352723365152384,0.8935629429352538,-0.0665462361938546,-0.3145418445335276,0.0902735211674703,1.535418438991082,1.5635042651666768,0.700514852611889,0.2905884189041741,0.1527684654391454,1.007280492491654,0.8207777049987487,0.2499197633403132,1.2307688688138705,0.4479534189202198,0.2541344172676922,0.3570577532060771,-0.0874545125508297,1.2648517985746095,0.4633211782943893,-0.1934629759233352,0.2067043668092982,-0.1492717009458563,-0.2697858234976626,0.5043621306687781,-0.1115480361562243,-0.577887377582304,-0.981423240570927,0.94207081623128,0.0129269830422053,0.9408903374156108,1.4779184099966505,0.2854649055200125,0.2740897815538924,0.5288578846725118,0.0890404669178623,-0.0228807861285269,-0.3939006384715851,-0.0182446130072826,0.2540407600264104,0.8649713503971662,-0.3760910586860753,1.4765331417156484,1.8422910085310804,-0.1892687703283023,0.1723042340059315,-0.0497516422806627,0.4584629438015772,0.9591605461402116,-0.2973655591997593,4.0
0.305878942873682,0.3778402594458128,1.2566732949642505,0.3807907820188963,0.8419511981897976,0.1790609646706688,0.2852760244885625,0.3383379160987914,1.045840778198493,0.0522671047100666,0.5784731035816898,-0.5847971505754245,0.6620059291676278,0.3793911967151916,-0.1412882811503989,-0.4481272861517453,0.2701288134186959,1.3822596277618489,0.4716295470925138,0.5124453393545851,0.8825215001184734,1.233870306943108,0.3658543730575908,-0.5762740497510551,0.4655555719105614,1.4455520255765906,0.2175719173586278,0.1013092310391331,-0.3955926412958238,1.4970534366434374,-0.3428594213659598,-0.7458581876299961,-0.1072649703243891,0.0010795469635029,0.1569783164123631,0.1534389341179389,0.8279965794409574,0.2675609595837464,-0.5685099638920901,-0.5433391172349024,-0.0746456226695956,0.1344635361583012,0.2349789580327096,-0.1746034985805759,0.4297774193675023,-0.5730182363843127,0.6584708583820084,-0.0678914949851524,0.331228477942935,-0.6463634870764297,-0.0178315466941065,-0.5555874371077334,-0.0750622998508512,0.5271624177408872,-1.2180379381133737,0.9217884909676108,0.135079751664198,-0.1631700840436443,0.2202338263857893,0.8761250979078448,-0.7515078806930434,-0.0515325434809122,2.410944504538399,0.0119711007328204,-0.2592384220919997,-0.3633166716589781,-0.0074927479921488,-0.189589125465455,-0.469400046202312,0.675030913320671,-1.300921963156375,0.3116872849198296,-0.0239576680903912,-0.0994898884731601,0.0036559210609558,0.1426697874805597,-0.3912997420823612,0.677184549229752,1.0
0.1457412276352277,-0.1287326099058005,0.9464728146485084,0.2924765705937426,-0.1213730584191153,0.0578256948140519,0.1714780413226487,0.1502602574711849,-0.0632429380148884,-0.3202648265097262,0.2268046915478336,-0.542594715051756,0.2873682813257092,-0.1838315251257198,-1.0754914052080136,-0.5432960232285656,0.3562928797905429,-0.3071552474524768,0.2191782260694392,0.1648433914233728,0.1096922198246957,-1.03828971206931,0.84008546207797,-0.9430375228497252,-0.5071085577102038,-0.0151957277000738,-0.4093146055898948,-0.5837411710531639,-0.9119789157175616,-0.7432867651929046,-1.0600419357200344,0.0585795664275523,-0.3016793600365601,-0.067750385869696,-0.4013315614863595,0.0382054577702714,-0.9003063576214038,-0.8626920144514366,-0.7949397515997805,-0.7913887271466702,-0.410678997621712,-0.5580040872481709,-0.2916696908230509,-0.5354675559765284,0.6787528720492859,0.6830928863143064,0.2237649672895943,0.0046067578451066,-0.2801995813018216,0.8839728288472193,0.6918956381403488,-0.3893241487265249,-0.5125812548952843,-0.1389378604301035,0.1040287501440832,0.5358552693183064,-0.0531266055316355,-0.3199417373585528,0.2042952682337966,0.1907492678465422,0.7539176789854369,-0.2513824964771322,-0.9886708396347484,-0.4946899116438915,0.1786701706108369,-0.0968616460148059,-0.1118838762496429,-0.38581613341161,-0.8184162739825628,0.7075114754243889,-0.9143462805188196,-0.0838999064623058,-0.3988521468838119,0.310268388225918,-0.3715863961847365,0.264018846014841,-0.0660602597620042,-0.7951789656368926,4.0
-0.8466087170158256,-0.8063443733266327,-2.6372344947982085,-0.9833042916873476,-0.8917952995660228,-0.3210659414081384,-0.0654464721101693,-0.3230461403045571,-1.0447973603000704,1.0455889608211708,-0.2682448824597561,1.081280178902963,0.0273198182888053,-0.5606108276356432,1.5202207869741404,1.0377129864545596,-0.8452888465845135,-0.0955469543922727,-0.2806937612136418,0.51205324232006,-0.7664234397990801,1.009960151199488,-0.3747643073841263,1.113822347133816,-0.358476612454725,0.1489199779554398,-0.0718315661978696,0.6581026396604798,0.6828681486350531,-0.2718130125139233,1.749653189665085,0.0645417725143012,0.6549392786661115,0.2939759677416156,0.6829599257519718,0.5937168193565711,0.9540548741727296,0.6815606259870515,1.526259237274766,1.585497254131669,0.9346393768957264,0.3587376004233308,0.5562763412114998,0.9234985691321792,0.032294375653137,-0.2834610990361564,0.379582938110034,-0.6402261342964546,0.9928986058199532,-0.4388444126458715,5.205770715236439,0.3160569601298805,-0.0575033148775466,-0.8712536439052814,0.8557208146821792,0.6553207280313901,-0.3190106594802188,-0.2895332206886825,-0.8643264005054507,-0.7445975191754489,-0.4712935745367044,-0.8506745942665921,-2.0380822008958632,0.9872639939994076,0.2695157517153695,-0.1006838283610598,0.0672716564210101,-0.1669950101892546,1.9690403890863208,-1.6729196107176536,0.521156146174392,0.2881932355735149,1.7394799096717368,-0.0220890501521303,0.1146758924746062,0.7920582454755628,-0.7998914266786129,0.5095057459682935,4.0
0.1765030320005683,0.2315145299229898,-2.457386654266328,-0.3448018517563717,-0.8167435340059725,3.196768941933833,0.6012027825204057,1.91711845148192,-1.0842481698316329,0.4550208463698499,1.4989497355731385,-0.0120215584665142,0.4819774464199261,0.4926069056025736,-1.1677678190186431,0.6191940064516371,0.25727776958945,-0.3092054755371344,2.38903707711731,-0.5089932597449232,-0.7180889449974424,-0.5296365751898061,-2.4331227432475586,-1.1762599338911406,0.3802585130636537,-0.3263278611539504,0.1887641662722621,0.7800092169725342,3.322116183761592,-0.3759604338123987,-1.1765367028083549,-0.4895168805527704,0.0575871917047902,2.948785377441149,1.9647957968406216,2.231085518472736,-0.5854419979554882,1.1931519026823705,1.5716197167582129,1.7363047713446076,0.7855021599312386,2.1174511068884865,0.7234830668999144,-1.286277579683024,-0.3223712481730729,-0.7191084625942292,2.1553406972209066,2.811395586692528,2.5236731890548665,-0.023060352375178,-0.2467623960281657,2.7851049852833865,2.2194350411442567,-3.3907731498688216,-1.7268627536632066,1.388029204650374,0.4061276694704577,-0.6967792073600763,-0.0943409064249978,1.4165165494922585,0.7028935369627197,1.1860644374781697,-1.5409574696375927,-0.806172059744006,0.2774598251557476,4.95325116354486,-0.0292025531283166,0.0237794739125888,2.567123343198586,-0.4832204898339063,-1.7690957999135022,1.9831135007923648,2.4123876784986487,3.0272859971095976,-0.0035155082708068,-2.030082128757155,0.8869815236592281,-1.0739230790439451,2.0
-0.0902913786366628,-0.4939814025610452,1.3030081544247734,-0.2053356002929025,-0.2406805082441416,-0.5770556842614671,-0.6883779742194636,-0.572183259130897,0.5943908806312896,-0.5105967719213775,-0.5297985451414704,-0.3419433211765919,-0.6487766983216015,-0.5648892873960537,-0.1849198614344815,-0.3586709920617927,-0.1733562611371699,-0.4712174574398048,-0.431973573508405,-0.7887549907192742,-0.1379945104314237,-0.6659624594957915,1.134952380896812,0.2128061684044777,-1.0991712783379184,-0.3676723942921754,-1.2069300992971828,-1.1966287756000815,-1.217941180921844,-0.7899944954773432,-0.0777921730254565,-0.1155067765444781,0.3067860749142712,-1.0060339819976618,-1.0463425050884845,-1.0680396331289672,-0.5017489739676735,-0.9024342316654552,-0.6670220012801675,-0.6898248368147569,-1.2078965396280024,-1.1735136128463974,-0.2759519387344999,0.0502952471935692,-0.3641703761361099,0.2170868379456289,-0.9677076519879824,-0.0332878030120389,-0.9454018786067622,1.9788720367901385,-0.0756728192064792,-0.8910483106225994,-1.225652308439658,-0.0715614833401757,0.0690202183710508,-0.1187629506865114,-0.2996736373748669,1.316138201892486,-0.3822747816355918,1.0249904585724408,1.4145178088854504,3.719379603784674,-0.3602105333274396,0.0636213310897567,1.6958060110595583,1.700380714669708,-0.1329601973131208,1.1434955702194087,-0.8296081224453998,0.2975546657484945,-0.3160111419027699,-1.2170023800993888,-0.8467653594375755,-1.223319042782325,0.2101386129196888,-0.5377682186885709,-0.2821783339162833,-0.5597213333776462,4.0
-0.2416291478754043,-0.4646952010876501,0.1049023001422188,-0.2429889135303692,-0.6783939930507187,-0.4551431158746887,-0.5932124390683716,-0.3342945470167778,-0.8005207876753623,-0.5641471876060692,-0.4539602312932681,-0.0533973454403389,-0.657032646836823,-0.5936735312805775,-0.5663504233150204,-0.6680687324881445,-0.3299803286978182,0.5262614102958469,-0.6145536494228927,0.613413636065434,-0.8597058355675733,0.5110065241640405,-0.5865032173972432,-0.5570805483686609,-0.0578151292601783,0.2666027935969442,-0.718825212095357,0.4286751173015997,0.6892083291255706,-0.669515003420976,-0.6851307493767295,0.0262624957104834,0.1565634774103735,-0.8651222896678054,-1.0419690383468163,-0.2248729179625538,0.0311217580292527,-0.4765834541263336,-0.5090093265874285,-0.4832703786150257,0.2484203072518603,-1.2271602575686968,0.3954343139883788,-0.2478169589917689,-0.7809183944402482,0.3495207786484699,-0.906772046287182,-0.4741871586403265,-0.7782253793779269,-0.545308742504144,-0.0150699192172635,2.417220078965342,-0.9323182283012368,-0.4288581954296124,0.5775442296344876,-0.4228396344296581,0.3481166031544058,0.163290008614325,-0.3723170824656898,0.5623314099439649,-0.5751912885824849,0.2673009797170274,-1.0296132827893196,0.4785024095119659,0.0918191895814495,0.7458363053421077,-0.2063882375254078,0.0643748100719107,-0.3868493655976589,-1.0824154900678156,-0.9188667346964878,-1.1434130626678238,-0.7933269535928974,-0.2970856086159084,0.6995471819044786,0.5071281934856892,-0.3699229743910728,-0.0756901057951144,1.0
0.0088119609632748,0.2151450484792376,-1.9365728150539745,-0.0296046624337023,-0.9858579347951564,0.6054990397172626,0.3007358186871766,0.3649617334597135,-1.1103053896161488,-0.6034058051233531,0.26660397060951,0.0154888571134761,0.213021975696671,-0.9868364600391843,-0.2257722216816193,-0.5242957016504635,-0.0216660616565157,-0.7079831965495887,0.5306808125345243,-0.8912104367605739,-0.8567735664247458,-1.1720393016215571,-1.0648239522775207,-0.6086895320529683,-2.084577341722869,-0.7353892370395912,0.0261755472184952,-0.2928490967507318,1.2962268712343916,-0.8968252223798836,-0.2907593554824292,1.0924690917322746,-0.3021505197031226,0.2115734318533256,2.192668378744268,2.10536669152154,-1.1932531013603471,0.3762380944531065,0.7848641613591935,0.8891026432754713,-0.336139997200193,1.8053891636419368,-0.3477920659689557,0.6680417485973887,0.6293953452535138,0.93521591987737,0.0605769512117759,0.9085560217733508,-0.5204546625825698,0.7839833254698113,-2.740463424711024,0.489891662664726,2.33112123283062,0.0313154008631138,1.3702388228893676,0.6085813193066155,0.2175917039432841,-0.1403971421024982,0.0343484023898729,1.520410377743756,1.659444325900799,0.0983754471605658,0.6948568120709281,-0.6221602694401299,0.0200357395434803,0.0387612951876216,-0.0653986284230224,0.7938272551369848,1.30239523364421,0.9150130616538378,-1.9953374452562669,2.422846657354681,-0.6192823900902819,1.619954782386657,-0.2227586496834951,-1.506059682787991,-0.0570254671536933,-1.229406995219276,4.0
0.0585854359088989,0.4449993782344227,-1.6238587018535915,0.0948821462901886,-0.6801420994171254,0.8686763613418281,0.8920957058923522,0.5933517013879562,-1.0648792096971031,-0.5524772123561094,0.3490576960982324,-0.061723036962609,0.6828369405537744,0.2352217352565192,0.0498703714955013,-0.4727689680862236,-0.1753918810850675,0.0790687655076983,0.5450494363063784,-0.3908690719548786,-0.7921156092840643,0.0516958777677971,-3.057666635832341,-0.2791705857494725,-0.1858417536492776,-0.1289338500450691,0.3451802311807271,-0.008867287589094,3.4287017400865696,-0.458899991530941,-0.0651752735825862,-0.3385614884377965,-0.1555799613684786,0.3757379015622756,2.4420533345251743,2.959757914806396,-0.0849852124822212,0.3966552191675255,0.7285388906984324,0.879901214604542,-0.2621664161560615,3.620005759918006,0.3318075083921913,1.377649760034286,0.0564494717931356,-0.0549787157104937,0.2600118137943331,0.6165728349425844,0.2109185364164825,0.0186100923035229,-0.3499588728965624,2.496383466251081,3.3685845782248967,-0.4119748877588696,0.902760069466224,0.5361370055047334,-0.6114831188236608,0.7777015030719334,2.1932888753308006,-2.4469489696145668,0.7520828230715629,-0.4855073666042581,0.6892959224169589,0.2826727563188644,0.405814902073787,-0.074247696489811,-0.2997788145332249,1.9013180561159768,1.4613229931315288,2.075579854319532,0.8369980260832138,3.52980944973778,0.0018650242002746,1.657570516515673,-0.3347805331010515,-0.8971040220680732,-0.2927619258370281,-0.6962954119276641,1.0
-0.0192543528918946,-0.406035910636248,-1.1886021604204282,-0.0321117880993294,-1.049384541712876,0.2269302196056825,0.1551526467591769,0.2130324112422154,-1.140560159137325,0.0306675365773223,0.2406406603071819,-0.2175043495395195,0.1972733514005194,-0.688603289408794,-0.3943402524744051,-0.2077831171296703,0.0098769191953211,-0.2800746537906802,0.2532285017788282,0.0114061531286532,-1.1347170791888377,-0.2319496665872309,-0.0975983772507098,-0.5231973622818444,-0.0751734884439089,-0.4288149625431083,-0.8343815168429553,-0.3511054817992461,0.0879000814485312,-0.7690625325837785,-0.477941913952944,0.005398044749072,-0.9368603072906664,-0.1875391669989138,0.4917779299749176,0.5855244804118098,-0.3933001148013718,-0.412482378116389,-0.3081755933921929,-0.2348541645627841,-0.4999373426284101,0.3737403058055551,0.2790265296354333,-1.243566394638099,-1.0197663191103543,-0.4478946854444753,0.0199136210691062,2.021625126964018,-0.1613187080945447,0.1907677014733087,0.086484093097699,0.7061600661523635,0.444145752379063,0.0768416117535086,-1.760358985254728,-0.6860646964021129,0.2139660122985295,-0.0476281736448216,-0.3496082315426627,2.0040577763371887,0.6597957842327756,0.2725272554282604,1.9449821121784696,0.1424267346275628,0.0573329519269682,0.1184595948193539,0.1554841224136932,0.330600994541252,0.052395124415342,-0.7256337976265245,-1.2962764475225164,0.4100715142535199,-0.2262316849687626,0.5384310474851726,-1.4160678744578068,0.0104957129078307,1.3097116179812522,-0.6227334081038384,1.0
